ID,Quote,Author,Tags
686,The worst enemy of our humanity is our self-doubt.,"Lolly Daskal, The Leadership Gap: What Gets Between You and Your Greatness","business,business-quotes,change,confidence,confidence-quotes,failure,fear,focus,grow,growth,inspiration,inspirational,inspirational-quotes,inspire,inspiring,leader,leaders,leadership,leadership-quotes,life,life-lessons,life-quotes,living,management,management-quotes,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,self-doubt,self-doubt-quotes,stay-focused,step-out-of-comfort-zone,success,transform,trust"
687,"When we allow negative messages to fester in our head, they take on a life of their own.","Lolly Daskal, The Leadership Gap: What Gets Between You and Your Greatness","business,business-quotes,change,confidence,confidence-quotes,failure,fear,focus,grow,growth,inspiration,inspirational,inspirational-quotes,inspire,inspiring,leader,leaders,leadership,leadership-quotes,life,life-lessons,life-quotes,living,management,management-quotes,motivation,motivational,negative,negative-thoughts,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,stay-focused,step-out-of-comfort-zone,success,transform,trust"
688,"Don’t let any situation intimidate you, defeat you, or conquer you. you are stronger and smarter than anything that challenges you.",Lolly Daskal,"accomplishments,business,business-quotes,change,competence,confidence,confidence-quotes,failure,fear,fears,focus,grow,growth,inspiration,inspirational,inspirational-quotes,inspire,inspiring,leader,leaders,leadership,leadership-development,leadership-quotes,life,life-lessons,life-quotes,living,management,management-quotes,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,quote,stay-focused,step-out-of-comfort-zone,success,transform,trust"
689,"Chimerical words, the words were written,Some are wasted; some are still on the page,Tattered words, the words were written,Some are young, some are aged,Gloomy words, the words were written,Some are unspoken, some are told,Words were hurt, though they can heal,Words are breathless, though can feel,Words won hearts, words shattered hearts,Words lost battles, words won wars,Wars within, words had scars.","Nishikant, The Papery Onions","determination-quote,inspirational,inspirational-quotes,life,life-lessons-quotes,love,love-quotes,motivational,perseverance,poetry,poetry-love,poetry-quotes,remorse,sadness,storytelling,the-papery-onions,thepaperyonions"
690,"His pen spoke more to her than he ever did”.In the war of words, some are unwritten and some are unspoken.","Nishikant, The Papery Onions","determination,inspirational,inspirational-quotes,life,life-lessons-quotes,love,love-quotes,motivational,perseverance,poetry,poetry-love,poetry-quotes,remorse,sadness,storytelling,the-papery-onions,thepaperyonions"
691,"How might I get over this? How would I be able to overlook the way he used to be with me? How could I overlook that his fingers touched my indiscernible soul before it twisted my nipples? How might I overlook his essence that still is in my garments? Despite everything, I still hear you saying that you love me. Though I know you don't.","Nishikant, The Papery Onions","determination,inspirational,inspirational-quotes,life,life-lessons-quotes,love,love-quotes,motivational,perseverance,poetry,poetry-love,poetry-quotes,remorse,sadness,storytelling,the-papery-onions,thepaperyonions"
692,"All she captures is a moment and what she calls it is a memory,Sometimes, it is assumptions that we use; all we need is a theory,Because you don’t know what is there in the future,And all you need is a vision to make a perfect picture.I feel that I have known you for a century,And whatever she calls is a memory.","Nishikant, The Papery Onions","assumptions,century,determination,future,inspirational,inspirational-quotes,life,life-lessons-quotes,love,love-quotes,memory,moment,motivational,perseverance,picture,poetry,poetry-love,poetry-quotes,remorse,sadness,storytelling,the-papery-onions,thepaperyonions"
693,"The depth of love is immeasurable, when you scale it, you will only see and experience it to the degree of your scales.",Wayne Chirisa,"faith,faith-quotes,friendship,frienship-quotes,inspirational,inspirational-quotes,love,love-quotes,marriage,marriage-advice,motivational,motivational-quotes,relationships,religion-and-philoshophy"
694,"Let your work speak,Let your work scream,Let your work live,Forever.","Akash Lakhotia, World Hypnotized: Making of the Fuhrer","inspirational,inspirational-quotes,life,life-lessons,motivational,philosophy,quotes,wisdom"
695,"After all these years, all I know is, I need not to do anything as a part of remorse.All I need is to write.Because,'Poetry forgives.","Nishikant, The Papery Onions","determination,inspirational,inspirational-quotes,life,life-lessons-quotes,love,love-quotes,motivational,perseverance,poetry,poetry-love,poetry-quotes,remorse,sadness,storytelling,the-papery-onions"
696,"When you judge your art with number of likes you get in response to it, you're killing the artist within, and giving rise to an entertainer.","Sameer  Khan, Eerie Edges","art,artist,inspirational-quotes,love-quotes,motivational"
697,"Don't play the victim role, empower yourself instead. Place yourself and others around you in a position to win.",Peprah Boasiako,"empower,empowering,empowering-quotes,empowerment,influence,influence-quotes,influencial,inspiration,inspirational,inspirational-quotes,inspire,inspiring,motivation,motivational,motivational-inspirational,motivational-quotes,self,self-awareness,self-esteem,self-love,self-realization,win,winning"
698,"The shadow demons (fears) you've been avoiding keep you stuck in a rut, a prisoner in your own life - it's time to break free and shine!","Sharon Kirstin, The Answers Within","inspiration,inspirational-quotes,motivation,motivational,personal-power,spiritual-power,spirituality,wisdom-quotes"
699,"Action may not always bring happiness, but there is no happiness without action. ",William James,"action,happiness,motivational,work"
700,"If you've got nothing to dance about, find a reason to sing.",Melody Carstairs,"dance,freedom,happiness,happy,liberation,motivational,motivational-quotes,sing,smile"
701,Are you going to allow the world around you to change while you remain stagnant? Make this the time you throw away old habits that have hindered your happiness and success and finally allow your greatest self to flourish.,"Steve Maraboli, Life, the Truth, and Being Free","change,happiness,inspirational,letting-go,motivational,self-empowerment,success"
702,Life itself is simple...it's just not easy.,"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","easy,happiness,inspirational,life,motivational,simple,steve-maraboli,success,trials"
703,Your life begins to change the day you take responsibility for it.,"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","change,happiness,inspirational,life,motivational,responsibility,success"
704,"When you find yourself in need of spiritual nourishment, it is in the opportunities to serve others that you will find the abundance you seek.","Steve Maraboli, Life, the Truth, and Being Free","compassion,happiness,inspirational,kindness,life,motivational,service,spiritual-growth"
705,I do not care about happiness simply because I believe that joy is something worth fighting for.,"Criss Jami, Killosophy","fighting-battles,greater-glory,greater-good,happiness,hard-work,joy,motivational,value,value-of-work,worth"
706,The value of a moment is immeasurable. The power of just ONE moment can propel you to success and happiness or chain you to failure and misery.,"Steve Maraboli, Life, the Truth, and Being Free","action,doing-your-best,failure,happiness,inspirational,life,moment,motivational,now,today"
707,Free yourself from the complexities of your life! A life of simplicity and happiness awaits you.,"Steve Maraboli, Life, the Truth, and Being Free","action,happiness,inspirational,life,motivational,simplicity,success"
708,Do not sabotage your new relationship with your last relationship’s poison.,"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","happiness,inspirational,motivational,poison,relationship,sabotage,success"
709,Live Today! Do not allow your spirit to be softened of your happiness to be limited by a day you cannot have back or a day that does not yet exist.,"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","action,happiness,inspirational,life,living-in-the-present,motivational,this-moment,today,tomorrow,yesterday"
710,"It is not as much about who you used to be, as it is about who you choose to be.",Sanhita Baruah,"aims,ambitions,ambitious,attitude,career,choices,choose,decisions,encourage,faith,future,happiness,happy,hope,hopeful,inspirational,life,love,motivational,motive,move-on,past,present,self-development,self-help,self-improvement,success,work-hard,workaholic"
711,"Learn from your history, but don’t live in it.",Steve Maraboli,"happiness,history,inspirational,learn,live,mistakes,motivational,success"
712,Free yourself from the burden of feeling the need to hold on to anything. Let go… you are a part of everything.,"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","burden,free,happiness,inspirational,let-go,motivational,success"
713,Stop waiting for the right person to come into your life. Be the right person to come to someone’s life,Leo Babauta,"happiness,inspirational,love,motivational"
714,"The greatest love stories are not those in which love is only spoken, but those in which it is acted upon.","Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","action,happiness,inspirational,life,love,motivational,relationships,soulmates,success,true-love"
715,"This moment is yours and yours alone! Take charge, seize this moment and allow it to propel you to the high levels of an empowered life. Allow upon this fertile moment to be planted the seeds of your happiness and success.","Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","carpe-diem,empowerment,happiness,life,motivational,seize-the-day,success"
716,"How would your life be different if...You decided to give freely, love fully, and play feverously? Let today be the day...You free yourself from the conditioned rules that limit your happiness and dilute the beautiful life experience. Have fun. Give - Love - Play!","Steve Maraboli, The Power of One","carpe-diem,giving,happiness,inspirational,life-experience,love,motivational,play,rules"
717,Everything is easier said than done. Wanting something is easy. Saying something is easy. The challenge and the reward are in the doing.,"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","action,happiness,motivational,saying,success,wanting"
718,You are the point of origin for everything in your world: you set the standard for yourself.,"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","happiness,inspirational,life,motivational,point-of-origin,standard,success,world"
719,"We need more than just the Law of Attraction. We need to connect with its more successful twin, the Law of Generosity. And further entwine ourselves with their parent; the Law of Love.","Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","happiness,inspirational,law-of-attraction,law-of-generosity,law-of-love,life,love,motivational,success"
720,You would not be here TODAY if YESTERDAY was your defining moment. LIVE THIS DAY and move towards your dreams.,"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","dreams,happiness,inspirational,life,live,moment,motivational,move,success,this-day,today,yesterday"
721,"To be happy, you have to risk being unhappy.","Ogwo David Emenike, Happiness Recipe: Eat and Stay Happy","happiness,happy,inspirational,motivational,unhappiness,unhappy"
722,"Like love, like talent, like any other virtue, like anything else in this life, happiness needs to be nurtured - this is the truth of the whole matter.","Ogwo David Emenike, Happiness Recipe: Eat and Stay Happy","happiness,happy,inspirational,love,motivational,talent,virtue"
723,"It is in the balancing of your spirituality with your humanity that you will find immeasurable happiness, success, good health, and love.","Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","happiness,health,humanity,inspirational,life,love,motivational,spirituality,success"
724,"If life throws you a few bad notes or vibrations, don't let them interrupt or alter your song.","Suzy Kassem, Rise Up and Salute the Sun: The Writings of Suzy Kassem","achievement,aims,ambition,attitude,confidence,determination,doubts,dreams,drive,endurance,energies,energy,failure,focus,goals,happiness,inspiration,inspirational,life,mood,motivation,motivational,music,negative,notes,optimism,perspective,positive,quotes,song,stumbling-blocks,success,vibes,vibrations"
725,Nothing that happens to you was meant to be. The only thing about you that was meant to be is you. Blaze your own trail.,George Alexiou,"accomplishment,achievement,chance,change,destiny,empowerment,fate,goals,happiness,inspirational,integrity,joy,life-direction,life-purpose,motivational,success,the-purpose-of-life"
726,To embark on the journey towards your goals and dreams requires bravery. To remain on that path requires courage. The bridge that merges the two is commitment.,"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","bravery,bridge,commitment,courage,dreams,goals,happiness,inspirational,journey,life,motivational"
727,"Get out of your own way… stop the paralysis by analysis… decide what you want, create a simple plan, and get moving!","Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","action,happiness,life,motivational,move,paralysis,plan,success"
728,"Always be happy, you never know how happy you can make another by just being happy.","Ogwo David Emenike, Happiness Recipe: Eat and Stay Happy","happiness,happy,inspirational,motivational"
729,"To fall in love for any reason does cause fires of emotion. When we are in love, we ride on a positive energy as compared to not being in love. When we are love, we transcend conditional love to that of unconditional and we are now flowering in consciousness. Love is a very important element of consciousness as it becomes purer with Source union even as our consciousness is expanded further. Consciousness is love that is light.","Nandhiji, Mastery of Consciousness: Awaken the Inner Prophet: Liberate Yourself with Yogic Wisdom.","consciousness,empowerment,enlightenment,happiness,inspiration,joy,life,love,mastery,motivational,mystic-wisdom,romance,yoga"
730,"Just like your body and lifestyle can be healthy or unhealthy, the same is true with your beliefs. Your beliefs can be your medicine or your poison.","Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","beliefs,body,happiness,healthy,inspirational,life,lifestyle,medicine,motivational,poison,success,unhealthy"
731,"Not matter what your sacred or religious book is, it's not how well you know the book, it's how well you're in alignment with the author.","Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","action,author,book,happiness,inspirational,life,motivational,religion,religious,sacred,success,texts"
732,"When your sense of self and happiness comes from within and isn't a roller coaster ride dependent on others or circumstances, you approach life differently. You make better choices. You draw to you the people and situations that matter. The others, they fall away.","Kamal Ravikant, Live Your Truth","confidence,goal-setting,happiness,inspiration,leadership,self-help,self-improvement,self-love"
733,Blame is the creed of the disempowered.,"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience","blame,creed,disempowered,happiness,inspirational,life,motivational,success"
734,Develop habits of self-love that allow you to feel happy and cared for. You deserve happiness and your actions every day should be giving you that. Make time for yourself to enjoy life.,Avina Celeste,"happiness,inspirational,life,motivational,self-love"
735,There are no quick fixes in your life. If you want to live a happier life you have to make your actions happier every day. You need to be determined to make your life better if you want it to be so.,Avina Celeste,"action,fix,happiness,inspirational,life,motivational"
736,"Whoever count his blessings, shall be content.",Lailah Gifty Akita,"blessings,content,count,happiness,lessons-learnt,motivational,wellness"
737,"As you act with more control, compassion, and love, the lives of those around you improve. When you let yourself find happiness, your friends, family, and acquaintances will begin to find their happiness too.",Avina Celeste,"change,control,happiness,inspirational,motivational"
738,"As long as you have food, water, and shelter, all that matters is what goes on inside your mind. A happy mind makes for a happy life. Find the little pleasant moments that happen in your day and summon all the happiness you can from each and every one. There may be bad days but if you can find a tiny speck of happiness then it is not all for nothing. Live in the moment. Let go of the bad in your past and enjoy every happy moment to the fullest extent.",Avina Celeste,"happiness,inspirational,mind,motivational,needs"
739,Smile is the beauty of the soul.,Lailah Gifty Akita,"happiness,joy,laughter,motivational,smile,soul"
740,Every human being desires love and happiness.,Lailah Gifty Akita,"desires,happiness,life,life-philosophy,love,motivational,wishes"
741,"Life should be simple and easy. If you're doing it hard, you're doing it wrong.","Conrad Aquino, Life Should Be Simple and Easy: If You're Doing It Hard, You're Doing It Wrong","happiness,inspirational,motivational,self-help,self-improvement"
742,"Live a life that fits your specific circumstances, not one that fits someone else’s expectations","Savania China, Challenge and Improve: Confronting, and Deriving Valuable Life Lessons from, Popular Quotes","happiness,happiness-advice,happy-life,leadership,life,life-lesson-quotes,life-lessons,life-philosophy,self-improvement,success"
743,Have the courage to follow your heart.,Lailah Gifty Akita,"courage,happiness,instincts,joy,living-life,motivational"
744,Living life without a goal is like sailing the sea without a compass.,Auliq-Ice,"aim-quotes,belief,change,confidence,courage,faith,goal,goals-in-life,happiness,inspirational,life,motivational,opportunities-in-life,opportunity,optimism,positive-attitude"
745,"Everywhere I look I see people doing their best to make sense of this overwhelming reality, and to be kind, authentic human beings despite the many invitations we all receive to be phony, unkind assholes. Sometimes their best doesn’t look like much to me, and I remind myself that my best doesn’t look like much a lot of the time, too. I empathize. We’re all human, and we’re all struggling. Every single one of us, every single day. It’s not my job to police the paths of others, not when it takes so much effort to light my own.",Scott Stabile,"happiness,inspiration,life,love,motivational"
746,Grow your courage by remembering each day is a gift.,Auliq-Ice,"behavior,belief,change,confidence,courage,faith,forgiveness,freedom,friends,happiness,hope,inspirational,life,love,motivational,optimism,peace,positive-attitude,relationship,self-improvement,self-realization"
747,You can’t shower happiness on others without getting few drops back on yourself.,"Israelmore Ayivor, Leaders' Frontpage: Leadership Insights from 21 Martin Luther King Jr. Thoughts","be-glad,food-for-thought,glad,happiness,happy,israelmore-ayivor,joy,leaders,leadership,martin-luther,martin-luther-king,martin-luther-king-jr,rain,rejoice,shower,wet"
748,You can’t afford to limit your joy. It has been proven several times that angry people are never happy people.,"Israelmore Ayivor, Leaders' Frontpage: Leadership Insights from 21 Martin Luther King Jr. Thoughts","anger,angry,bitter,bitterness,food-for-thought,glad,happiness,happy,happy-people,hate,hater,haters,hatred,israelmore-ayivor,joy,joyful,leaders,leadership,limit,limitation,limitations,martin-luther,martin-luther-king,martin-luther-king-jr,several,several-times,times"
749,"...Past joys and achievements give us the outlines of how to get to a state of happiness again. That memory is a treasure that can never be taken away. At least we know where we were, what we have lost, what we miss and what more to add to our experiences.","Janvier Chouteu-Chando, The Union Moujik","happiness,inspirational,joy,life,love,motivational"
750,"Anyone who wants to prevent you from making other people happy is an enemy. If you are stopping yourself from making others happy, you are your own enemy.","Israelmore Ayivor, Leaders' Frontpage: Leadership Insights from 21 Martin Luther King Jr. Thoughts","enemy,food-for-thought,glad,happiness,happy,israelmore-ayivor,joy,leaders,leadership,martin-luther,martin-luther-king,martin-luther-king-jr,rejoice"
751,You put your own joy in prison if you work hard to make other people’s happiness suffocate.,"Israelmore Ayivor, Leaders' Frontpage: Leadership Insights from 21 Martin Luther King Jr. Thoughts","food-for-thought,glad,happiness,happy,hard-work,israelmore-ayivor,joy,leaders,leadership,martin-luther,martin-luther-king,martin-luther-king-jr,smile,smiles,suffocate,work,work-hard"
752,"Pursuit of contentment is not the pursuit of an elusive tomorrow; it is the celebration of today. In that, it is the pursuit to end all pursuits.","Majid Kazmi, The First Dancer: How to be the first among equals and attract unlimited opportunities","celebrate-life,contentment,happiness,inspirational,living-in-the-moment,living-in-the-present,living-life-to-the-fullest,living-well,living-well-in-the-day,motivational,pursuit,satisfaction,self-actualization,today,tomorrow"
753,Peace is a flame that can only be ignited from within. Harness positive thoughts and illuminate once again.,Tyconis D. Allison Ty,"happiness,inspirational,life-and-living,motivational,peace"
754,Do what you can with all love and passion irrespective of whether it pays you well or not. Joy in the result lives longer than the joy in the reward.,"Israelmore Ayivor, Leaders' Frontpage: Leadership Insights from 21 Martin Luther King Jr. Thoughts","finance,food-for-thought,glad,happiness,happy,israelmore-ayivor,joy,joyful,leaders,leadership,martin-luther,martin-luther-king,martin-luther-king-jr,money,passion,personal-branding,result,reward,wealth"
755,"The essence of one life is empowering another life, and so your passion has to be linked to the liberation of other people’s happiness.","Israelmore Ayivor, Leaders' Frontpage: Leadership Insights from 21 Martin Luther King Jr. Thoughts","coach,coaching,empower,essence,food-for-thought,happiness,happy,inspiration,inspirations,inspire,israelmore-ayivor,leaders,leadership,liberation,liberty,life,martin-luther,martin-luther-king,martin-luther-king-jr,motivate,motivation,motivations,passion,passionate,teach,teaching,training"
756,"Hatred is a burden that can hunt you day by day, robbing you off your personal joy in broad day light.","Israelmore Ayivor, Leaders' Frontpage: Leadership Insights from 21 Martin Luther King Jr. Thoughts","anger,angry,burden,food-for-thought,happiness,happy,hate,hatred,israelmore-ayivor,joy,leaders,leadership,love,martin-luther,martin-luther-king,martin-luther-king-jr,personal,rob"
757,Most of us respond with panic when we get what we want. The moment of victory is often the moment of greatest peril. We let success get to our head and start acting in over-confident ways. This is the beginning of self-destruction,Mohadesa Najumi,"anxiety,consciousness,enlightenment,happiness,inspirational,life,motivational,sabotage,self-destruction,spirituality,success,worry"
758,Passion is a Horse Given to Us to Discipline.,Vineet Raj Kapoor,"discipline,freedom,happiness,horse,life,living,motivation,motivational,passion,success,truth"
759,You are a Hero. Be Heroic. Always.,Vineet Raj Kapoor,"athlete,boost,confidence,happiness,hero,heroic,heroism,inspiration,inspire,leader,leadership,morale,motivate,motivation,success"
760,Wise is the one who flavors the future with some salt from the past. Becoming dust is no threat to the phoenix born from the ash.,Curtis Tyrone Jones,"ash,death,dreaming,dreaming-big,dreams,dust,future,happiness,hope,inspirational,kierkegaard,life,life-lessons,looking-back,looking-forward,motivational,past,perseverance,persistence,phoenix,poetry,power,proverb,rebirth,salt,self-love,strength,threat,vision,wisdom"
761,"Haters can never rejoice especially when their enemy wins. The moment you can’t be happy when someone wins, watch yourself. That habit is not good for you.","Israelmore Ayivor, Leaders' Frontpage: Leadership Insights from 21 Martin Luther King Jr. Thoughts","bad-habit,enemy,happiness,happy,inspirational,inspire,israelmore-ayivor,joy,leaders,leadership,martin-luther-king,martin-luther-king-jr,mlk,motivational,rejoice,watch-yourself,win,winner"
762,Your fate is never determined when your massive imagination is.,Curtis Tyrone Jones,"destiny,determination,dreaming,dreaming-big,dreams,effort,fate,happiness,inspirational,life,life-lessons,motivational,perseverance,persistence,poetry,self-love,vision,wisdom"
763,You can'tassume i'min bad shapejust becausei've run out ofthe energy toimpressyou.,Curtis Tyrone Jones,"assumptions,bad-shape,boundaries,energy,exercise,fitness,freedom,happiness,impressing-others,individuality,inspirational,life,life-lessons,motivational,poetry,self-care,self-love,wisdom,work-out"
764,"Positive thinking is powerful thinking. If you want happiness, fulfillment, success and inner peace, start thinking you have the power to achieve those things. Focus on the bright side of life and expect positive results.",Germany Kent,"achieve,achievement,achievement-and-attitude,achievement-quotes,achievers,achieving-dreams,achieving-success,affirmation,affirmation-and-attitude,affirmation-quotes,affirmational,affirmations,attitude,attitude-in-life,attitude-inspiration,attitude-is-everything,attitude-toward-life,audacity-of-hope,authentic-self,author,be-focused,be-intentional,best-selling-authors,bright,bright-future,bright-side,come-to-pass,daily-life,discover-potentials,discover-yourself,discovery-of-oneself,empowered-women,empowering-quotes,empowering-quotes-for-women,empowering-women,empowerment,empowerment-and-attitude,encourage-yourself,encouragement-and-attitude,encouraging,encouraging-and-empowering-girls,encouraging-quotes,focus,focus-on-positive,focus-on-success,focus-on-the-prize-ahead,focus-on-your-dreams,focus-on-your-life,focus-quotes,focused,focusing,fulfilled-life,fulfilling-purpose,fulfilling-your-destiny,fulfilling-your-potential,fulfillment,fundamental,fundamental-truth,future,future-inspirational,future-plans,future-prediction,future-present,future-quotes,germany-kent,germany-kent-quote,germany-kent-quotes,happiness,happiness-advice,happiness-choices,happiness-fulfillment-desire,happiness-in-your-life,happiness-life,happiness-outlook,happiness-positive-outlook,happiness-quotations,happiness-quote,happiness-quotes,hope,hope-guru,hopeful,hopeful-and-encouraging,hopeful-people,inner-harmony,inner-peace,inner-peace-of-mind,inner-peace-quotes,inspirational,inspirational-attitude,inspirational-authors,inspirational-life,intentional-life,intentional-living,joy,joyful-living,keys-to-success,law-of-attraction,law-of-attraction-quotes,law-of-attraction-success,law-of-attraction-works,motivate,motivation,motivation-quotes,motivational,motivational-authors,motivational-inspirational,motivational-quotations,motivational-quote,motivational-quote-of-the-day,motivational-quotes,motivational-quotes-for-women,motivational-speakers,optimism,optimism-quotes,optimist,optimist-quotes,optimistic,optimistic-quotes,optimize-your-talents,personal-growth,personal-growth-quote,personal-skills-development,personal-transformation,positive,positive-attitude,positive-life,positive-mindset,positive-motivation,positive-outlook,positive-quotes,positive-thinking,positive-thinking-strategies,positive-thoughts,positivity,power,power-of-positivity,power-of-subconscious,power-of-the-subconscious-mind,power-of-thoughts,power-of-words,power-of-your-words,powerful,powerful-forces,powerful-men,powerful-people,powerful-quote,powerful-quotes,powerful-thinking,powerful-women,purpose-driven-life,reinforced-behavior,reinforcement-quote,reverse-psychology,self-awareness,self-confidence,self-determination-quotes,self-development,self-development-quotes,self-esteem,self-growth,self-growth-and-improvement,self-help-authors,self-improvement,self-mastery,self-motivational,self-realization,self-realization-quotes,start,start-now,start-where-you-are,success,success-in-business,success-in-life,success-quotes,success-self-improvement,success-strategies,successful-living,successful-people,the-hope-guru,things,things-that-matter,things-that-matter-in-life,things-to-come,things-to-think-on,thinking,thinking-positive,thinking-positively,thoughts,transformation,transformational-authors,transformational-speakers,truth,truth-inspirational,truth-of-life,truth-quotes,you-are-what-you-think"
765,"The fun part is finding which thoughts, in that crazy beehive of emotion, are the ones that mass produce the honey.",Curtis Tyrone Jones,"bees,business-culture,fun,happiness,honey,honeybees,inspirational,life,life-lessons,love,mass-production,motivational,poetry,positive-thinking,seeking,self-awareness,self-discovery,self-help,self-improvement,success,successful-life,successful-living,successful-mind,think-and-act,think-and-grow-rich,think-like-a-winner,thrive,wisdom"
766,Pay attention to your goals and never let the euphoria of the early success convince you to brag about.,"Israelmore Ayivor, Become a Better You","attention,attentive,convince,euphoria,excellence,food-for-thought,goal,goals,happiness,happy,inspirational,inspirations,israelmore-ayivor,joy,joyful,motivational,motivations,pay-attention,personal-development,plan-your-life,planning,success,successful"
767,"You'd corner me in your conformity but even in dormancy i'm sleeping with enormity, stretching the belly of the earth & everything i was born to be.",Curtis Tyrone Jones,"conformity,cornered,dormant,dream-big,dreaming,dreams,earth,eclectic,expansion,free-spirit,freedom,greatness,happiness,individuality,individuation,inspirational,life,life-lessons,motivational,playing-small,poem,poetry,self-love,sleeping,think-big,vision,wisdom"
768,"Though no one can backtrack and create a brand new start, Everyone is capable of taking their life in a brand new direction.",Germany Kent,"encourage-yourself,encouragement-and-attitude,encouragement-quotes,encouraging,encouraging-and-empowering-girls,faith,faith-in-yourself,faith-quotes,faith-strength,germany-kent,germany-kent-quotes,happily-ever-after,happiness,happiness-advice,happiness-choices,happiness-fulfillment-desire,happiness-in-life,happiness-life,happiness-positive-outlook,happiness-quote,happiness-quotes,hope,hope-and-despair,hope-for-each-day,hope-guru,hopeful-and-encouraging,hopeful-heart,hopeful-quotes,hopefulness,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quote,inspirational-quotes,inspirational-religious,inspire,life-and-living,life-changing,life-changing-life-lesson,life-changing-moments,life-changing-success,life-lessons,life-philosophy,life-philosophy-inspirational,life-quotes,motivate,motivation,motivation-quotes,motivational,motivational-enlightenment,motivational-inspirational,motivational-quotations,motivational-quote,motivational-quote-of-the-day,motivational-quotes,motivational-quotes-for-women,motivational-speaker,motivational-speaker-quotes,success,success-in-business,success-in-life,success-quotes,success-self-improvement,success-strategies,successful,successful-living,successful-people,the-hope-guru,true-self-worth,truth,truth-of-life,truth-quotes,truth-telling,truthful,truthful-knowledge,wisdom,wisdom-quotes,wise-quotations,wise-quotes,wise-sayings-quotes,wise-words-inner-strength,youth,youth-ministry,youth-outreach,youthful-optimism"
769,LIFE - Death's Very Emissary,"Abhysheq Shukla, KARMA","age,aim,anger,belief,business,change,confidence,courage,creativity,death,desire,dreams,education,failure,faith,family,fear,forgiveness,goal,god,happiness,hate,heart,history,hope,humorous,imagination,inspirational,leadership,life,loneliness,love,marriage,one-liner,opportunity,optimism,patience,patriotism,peace,philosophy,poems,politics,poverty,relationship,religion,romantic,sad,school,science,success,time,truth,ve-attitude,war,wisdom-wise,witty"
770,"True Success is about A Winners Heart-Mind-set that enables, energizes and empowers Leadership and SWIFT Actions that Ensure REAL Success and Sustained Long-Term Freedom, Love, Abundance, Peace, Meaning and Joy.” ― Tony ""Success Activator"" Dovale","― Tony ""Success Activator"" Dovale","consciousness,happiness,leadership,success,tony-dovale"
771,"As Technology Revolutionizes the Workplace, we must Revolutionise our thinking to make the Workplace a HUMANE and GREAT place to Work.. or we will surely lose our Souls to business profiteers.","― Tony ""Success Activator"" Dovale","happiness,leadership,lifemasters,successactivators,tony-dovale"
772,"A Revolutionary, High-Performance, Workplace is one where the culture is Consciously Constructive. That is EVERYONE is developed, on a daily basis, towards their full potential, to achieve exponential impacts and results, supporting People, Planet & Profits.","― Tony ""Success Activator"" Dovale","consciously-constructive,happiness,leadership,life-masters,new-workplace,tony-dovale"
773,"Everybody needs to be good-natured with a good heart, because in this way we can solve our own problems as well as those of others, and we can make our human life meaningful.","Abhysheq Shukla, KARMA","age,aim,anger,belief,business,change,confidence,courage,creativity,death,desire,dreams,education,failure,faith,family,fear,forgiveness,goal,god,happiness,hate,heart,history,hope,humorous,imagination,inspirational,leadership,life,loneliness,love,marriage,one-liner,opportunity,optimism,patience,patriotism,peace,philosophy,poems,politics,poverty,relationship,religion,romantic,sad,school,science,success,time,truth,ve-attitude,war,wisdom-wise,witty"
774,"We do not recognize that we are addicted to some negative psychological habit, some terribly self-destructive patterns of thinking...","Abhysheq Shukla, KARMA","age,aim,anger,belief,business,change,confidence,courage,creativity,death,desire,dreams,education,failure,faith,family,fear,forgiveness,goal,god,happiness,hate,heart,history,hope,humorous,imagination,inspirational,karma,karma-quote,karma-quotes,leadership,life,loneliness,love,marriage,one-liner,opportunity,optimism,patience,patriotism,peace,philosophy,poems,politics,poverty,relationship,religion,romantic,sad,school,science,success,time,truth,ve-attitude,war,wisdom-wise,witty"
